DeptTag,CourseNum,CourseName,Term,reqsFilled,period
DANC,208.0,Ballet II,Spring 2020,ARP,3a
DANC,309.0,Ballet III,Spring 2020,ARP,4a
DANC,310.0,Contemporary Dance Forms III,Spring 2020,ARP,5a
DANC,350.0,Semaphore Repertory Dance Company,Spring 2020,ARP,Unable to determine class period
DGAH,110.0,Hacking the Humanities,Winter 2020,"HUM, ARP, QRE",4/5c
DGAH,398.0,Digital Arts & Humanities Portfolio: A Capstone Seminar,Spring 2020,ARP,4/5c
ECON,110.01,Principles of Macroeconomics,Fall 2019,"SOC, QRE",2/3c
ECON,110.02,Principles of Macroeconomics,Fall 2019,"SOC, QRE",5a
ECON,110.03,Principles of Macroeconomics,Fall 2019,"SOC, QRE",2/3c
ECON,111.01,Principles of Microeconomics,Fall 2019,"SOC, QRE",2a
ECON,111.02,Principles of Microeconomics,Fall 2019,"SOC, QRE",5a
ECON,111.03,Principles of Microeconomics,Fall 2019,"SOC, QRE",4a
ECON,240.0,Microeconomics of Development,Fall 2019,"SOC, QRE, INS",5a
ECON,241.0,Growth and Development,Fall 2019,"SOC, QRE, INS",3a
ECON,267.0,Behavioral Economics,Fall 2019,"SOC, QRE",2a
ECON,270.0,Economics of the Public Sector,Fall 2019,"SOC, QRE, WRC",2/3c
ECON,282.0,The Theory of Investment Finance,Fall 2019,"SOC, QRE",2/3c
ECON,329.0,Econometrics,Fall 2019,"SOC, QRE",1a
ECON,330.0,Intermediate Price Theory,Fall 2019,"SOC, QRE",2/3c
ECON,395.01,Advanced Topics in Economic Development,Fall 2019,"SOC, WRC, INS",3a
ECON,395.02,Advanced Topics in Macroeconomic Theory,Fall 2019,"SOC, WRC, QRE",2/3c
ECON,395.03,Advanced Topics in the Economics of Housing,Fall 2019,"SOC, WRC, QRE",4a
ECON,110.01,Principles of Macroeconomics,Winter 2020,"SOC, QRE",4/5c
ECON,110.02,Principles of Macroeconomics,Winter 2020,"SOC, QRE",2a
ECON,111.01,Principles of Microeconomics,Winter 2020,"SOC, QRE",4a
ECON,111.02,Principles of Microeconomics,Winter 2020,"SOC, QRE",5a
ECON,111.03,Principles of Microeconomics,Winter 2020,"SOC, QRE",2a
ECON,201.0,Analysis of Microeconomic Development Models,Winter 2020,"SOC, QRE, WRC",5a
ECON,233.0,World Economic History,Winter 2020,"SOC, WRC, INS",4/5c
ECON,257.0,Economics of Gender,Winter 2020,"SOC, QRE",3a
ECON,263.0,"Entrepreneurship, Innovation, and Economic Performance",Winter 2020,SOC,4/5c
ECON,264.0,Health Care Economics,Winter 2020,"SOC, QRE",4a
ECON,330.0,Intermediate Price Theory,Winter 2020,"SOC, QRE",4/5c
ECON,331.0,Intermediate Macro Theory,Winter 2020,"SOC, QRE",4/5c
ECON,398.01,Advanced Research in Economics,Winter 2020,,4/5c
ECON,398.02,Advanced Research in Economics,Winter 2020,,4/5c
ECON,398.03,Advanced Research in Economics,Winter 2020,,4/5c
ECON,400.01,Integrative Exercise,Winter 2020,,4/5c
ECON,400.02,Integrative Exercise,Winter 2020,,4/5c
ECON,400.03,Integrative Exercise,Winter 2020,,4/5c
ECON,110.01,Principles of Macroeconomics,Spring 2020,"SOC, QRE",4/5c
ECON,110.02,Principles of Macroeconomics,Spring 2020,"SOC, QRE",3a
ECON,110.03,Principles of Macroeconomics,Spring 2020,"SOC, QRE",4/5c
ECON,111.01,Principles of Microeconomics,Spring 2020,"SOC, QRE",4/5c
ECON,111.02,Principles of Microeconomics,Spring 2020,"SOC, QRE",2a
ECON,111.03,Principles of Microeconomics,Spring 2020,"SOC, QRE",4a
ECON,265.0,Game Theory and Economic Applications,Spring 2020,"SOC, QRE",4a
ECON,271.0,Economics of Natural Resources and the Environment,Spring 2020,"SOC, QRE",4/5c
ECON,276.0,Money and Banking,Spring 2020,"SOC, QRE",5a
ECON,280.0,International Trade,Spring 2020,"SOC, QRE",2a
ECON,281.0,International Finance,Spring 2020,"SOC, QRE",4/5c
ECON,329.0,Econometrics,Spring 2020,"SOC, QRE",5a
ECON,331.0,Intermediate Macro Theory,Spring 2020,"SOC, QRE",4/5c
ECON,400.01,Integrative Exercise,Spring 2020,,4/5c
ECON,400.02,Integrative Exercise,Spring 2020,,4/5c
ECON,400.03,Integrative Exercise,Spring 2020,,4/5c
EDUC,100.0,Will This Be on the Test? Standardized Testing and American Education,Fall 2019,"A&I, HUM, WRC, IDS, WRC, IDS",2a
EDUC,110.0,Introduction to Educational Studies,Fall 2019,"A&I, SOC, WRC, IDS, INS",4a
EDUC,234.0,Educational Psychology,Fall 2019,SOC,Unable to determine class period
EDUC,110.0,Introduction to Educational Studies,Winter 2020,"SOC, WRC, IDS",2a
EDUC,262.0,Culturally Sustaining Pedagogy: Teaching and Learning in Diverse Classrooms,Winter 2020,"IDS, HUM, IDS, WRC",2a
EDUC,110.0,Introduction to Educational Studies,Spring 2020,"FSR, SOC, WRC, IDS",2/3c
EDUC,250.0,Fixing Schools: Politics and Policy in American Education,Spring 2020,"SOC, HUM, IDS",2/3c
EDUC,338.0,Multicultural Education,Spring 2020,"SOC, IDS, QRE",1a
EDUC,395.0,Senior Seminar,Spring 2020,"SOC, WRC, IDS",5a
ENGL,100.01,"Literary Revision: Authority, Art, and Rebellion",Fall 2019,"A&I, LAA, WRC",2a
ENGL,100.02,How We Read: The History and Science of Reading,Fall 2019,"A&I, ARP, WRC",3a
ENGL,100.03,Rhetoric: Art of Persuasion,Fall 2019,"A&I, LAA, WRC, INS",4a
ENGL,100.04,Visions of the Waste Land,Fall 2019,"A&I, LAA, WRC, INS",3a
ENGL,100.05,Literature and Science,Fall 2019,"A&I, WRC",3a
ENGL,100.06,"Drama, Film, and Society",Fall 2019,"A&I, WRC",4/5c
ENGL,100.08,Imagining a Self,Fall 2019,"A&I, WRC",4/5c
ENGL,117.0,African American Literature,Fall 2019,"LAA, WRC, IDS",3a
ENGL,144.0,Shakespeare I,Fall 2019,LAA,4/5c
ENGL,160.01,Introduction to Creative Writing,Fall 2019,"ARP, WRC",4/5c
ENGL,160.02,Introduction to Creative Writing,Fall 2019,"ARP, WRC",4/5c
ENGL,216.0,Milton,Fall 2019,"LAA, WRC",2a
ENGL,218.0,The Gothic Spirit,Fall 2019,"LAA, WRC",4/5c
ENGL,234.0,Literature of the American South,Fall 2019,"LAA, WRC, IDS",4/5c
ENGL,236.0,American Nature Writing,Fall 2019,"LAA, WRC",3a
ENGL,237.0,Black British Literature,Fall 2019,"LAA, WRC, INS",4a
ENGL,244.0,Shakespeare I,Fall 2019,"LAA, WRC",4/5c
ENGL,270.0,Short Story Workshop,Fall 2019,"ARP, WRC",4/5c
ENGL,295.0,Critical Methods,Fall 2019,"LAA, WRC",4/5c
ENGL,327.0,Victorian Novel,Fall 2019,"LAA, WRC, QRE",4/5c
ENGL,350.0,The Postcolonial Novel: Forms and Contexts,Fall 2019,"LAA, WRC, INS",5a
ENGL,366.0,The Carleton Miscellany,Fall 2019,"LAA, WRC",5a
ENGL,395.0,"Dickinson, Moore, Bishop",Fall 2019,LAA,2a
ENGL,109.0,Introduction to Rhetoric,Winter 2020,"WRC, ARP, WRC, INS",2/3c
ENGL,112.0,Introduction to the Novel,Winter 2020,"LAA, WRC",4a
ENGL,118.0,Introduction to Poetry,Winter 2020,"LAA, WRC, INS",3a
ENGL,136.0,Black Speculative Fiction,Winter 2020,"LAA, WRC, INS, IDS",2a
ENGL,160.0,Introduction to Creative Writing,Winter 2020,"ARP, LAA, WRC, INS",2a
ENGL,202.0,The Bible as Literature,Winter 2020,"LAA, WRC",3a
ENGL,215.0,Modern American Literature,Winter 2020,"LAA, WRC, INS",5a
ENGL,220.01,Arts of Oral Presentation,Winter 2020,"LAA, INS",3a
ENGL,220.02,Arts of Oral Presentation,Winter 2020,,4a
ENGL,222.0,The Art of Jane Austen,Winter 2020,"LAA, WRC",2a
ENGL,238.0,African Literature in English,Winter 2020,"LAA, INS",4a
ENGL,248.0,Visions of California,Winter 2020,"LAA, WRC, IDS",3a
ENGL,265.0,News Stories,Winter 2020,"ARP, WRC",4a
ENGL,270.0,Short Story Workshop,Winter 2020,"ARP, WRC",2/3c
ENGL,271.0,Poetry Workshop,Winter 2020,"ARP, WRC",2/3c
ENGL,279.07,London Program:  Urban Field Studies,Winter 2020,,2/3c
ENGL,281.07,London Program: Romantic London,Winter 2020,,2/3c
ENGL,282.07,London Program:  London Theater,Winter 2020,,2/3c
ENGL,292.07,London Program: London Studies Project,Winter 2020,,2/3c
ENGL,319.0,The Rise of the Novel,Winter 2020,"LAA, WRC",3a
ENGL,352.0,Toni Morrison: Novelist,Winter 2020,"LAA, WRC, IDS",2a
ENGL,400.0,Integrative Exercise,Winter 2020,,2/3c
ENGL,109.0,Introduction to Rhetoric,Spring 2020,"WRC, LAA, INS",3a
ENGL,115.0,The Art of Storytelling,Spring 2020,"ARP, LAA, WRC",2a
ENGL,119.0,Introduction to U.S. Latino/a Literature,Spring 2020,"LAA, WRC, IDS",2a
ENGL,160.0,Introduction to Creative Writing,Spring 2020,"ARP, LAA, WRC, INS",4a
ENGL,187.0,Murder,Spring 2020,"LAA, WRC",2/3c
ENGL,214.0,Revenge Tragedy,Spring 2020,"LAA, WRC, INS, INS",3a
ENGL,220.01,Arts of Oral Presentation,Spring 2020,"LAA, INS",5a
ENGL,220.02,Arts of Oral Presentation,Spring 2020,"HUM, WRC, INS",2a
ENGL,225.0,'Public Offenders': Pre-Raphaelites and Bloomsbury Group,Spring 2020,"ARP, LAA, WRC, INS",2/3c
ENGL,239.0,"Democracy: Politics, Race, & Sex in Nineteenth Century American Novels",Spring 2020,"LAA, WRC, IDS",2a
ENGL,245.0,Bollywood Nation,Spring 2020,"LAA, WRC, INS",5a
ENGL,249.0,Irish Literature,Spring 2020,"LAA, WRC",4a
ENGL,250.0,Indian Fiction 1880-1980,Spring 2020,"LAA, WRC, INS",3a
ENGL,285.0,Textual Technologies from Parchment to Pixel,Spring 2020,"HUM, WRC",3a
ENGL,295.0,Critical Methods,Spring 2020,"LAA, WRC",2/3c
ENGL,323.0,English Romantic Poetry,Spring 2020,"LAA, WRC",2a
ENGL,345.0,Queer Literature,Spring 2020,"LAA, WRC, IDS",2/3c
ENGL,359.0,World Literature in the Twenty-First Century,Spring 2020,"LAA, WRC, INS",4a
ENGL,370.0,Advanced Fiction Workshop,Spring 2020,"ARP, WRC",2/3c
ENGL,371.0,Advanced Poetry Workshop,Spring 2020,"ARP, WRC",2/3c
ENGL,395.0,Seductive Fictions,Spring 2020,"LAA, WRC",2/3c
ENGL,400.0,Integrative Exercise,Spring 2020,,2/3c
ENTS,120.52,Introduction to Geospatial Analysis & Lab,Fall 2019,"QRE, LAA, WRC, SOC",2a
ENTS,120.53,Introduction to Geospatial Analysis & Lab,Fall 2019,"QRE, SOC",2a
ENTS,215.0,Environmental Ethics,Fall 2019,HUM,5a
ENTS,225.51,Carbon and Climate,Fall 2019,"QRE, LAB, QRE",2a
ENTS,395.0,Senior Seminar,Fall 2019,SOC,4/5c
ENTS,310.0,Topics in Environmental Law and Policy,Winter 2020,"SOC, LAB, QRE",3a
ENTS,400.0,Integrative Exercise,Winter 2020,"LAB, QRE",4a
ENTS,244.0,Biodiversity Conservation and Development,Spring 2020,ARP,4/5c
ENTS,254.0,Topics in Landscape Ecology,Spring 2020,ARP,4/5c
ENTS,288.0,Abrupt Climate Change,Spring 2020,"WRC, LAB, QRE",3a
EUST,100.0,Allies or Enemies? America through European Eyes,Fall 2019,"A&I, LAA, WRC, INS",2a
EUST,111.0,The Age of Cathedrals,Fall 2019,"HUM, LAA, INS",4a
EUST,249.0,The European Union from Constitution to Crisis,Winter 2020,"SOC, LAA, WRC, INS, INS",2a
EUST,398.0,Senior Colloquium,Winter 2020,"LAA, INS",5a
EUST,159.0,"""The Age of Isms"" - Ideals, Ideas and Ideologies in Modern Europe",Spring 2020,"SOC, LAA, INS",3a
FREN,100.0,Balloons and Cultures: Graphic Novels of the French Speaking World,Fall 2019,"A&I, HUM, WRC, INS, INS",3a
FREN,101.01,Elementary French,Fall 2019,"HUM, INS",1a
FREN,101.02,Elementary French,Fall 2019,"HUM, INS",2a
FREN,101.03,Elementary French,Fall 2019,HUM,4a
FREN,103.0,Intermediate French,Fall 2019,,3a
FREN,204.01,Intermediate French,Fall 2019,,2a
FREN,204.02,Intermediate French,Fall 2019,,3a
FREN,204.03,Intermediate French,Fall 2019,,4a
FREN,204.04,Intermediate French,Fall 2019,,5a
FREN,204.05,Intermediate French,Fall 2019,,1a
FREN,210.0,Coffee and News,Fall 2019,"HUM, INS",Unable to determine class period
FREN,238.0,Back to the Future: French Classics Reimagined,Fall 2019,"LAA, INS",4a
FREN,347.0,Gender and Sexuality in the Francophone World,Fall 2019,"LAA, INS",3a
FREN,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period
FREN,102.01,Elementary French,Winter 2020,"HUM, WRC, INS",1a
FREN,102.02,Elementary French,Winter 2020,"LAA, WRC, INS",2a
FREN,102.03,Elementary French,Winter 2020,,4a
FREN,204.0,Intermediate French,Winter 2020,,3a
FREN,206.0,Contemporary French and Francophone Culture,Winter 2020,"LAA, INS",2a
FREN,210.0,Coffee and News,Winter 2020,"HUM, INS",1/2c
FREN,239.0,Banned Books,Winter 2020,"LAA, INS",3a
FREN,340.0,Arts of Brevity: Short Fiction,Winter 2020,"LAA, INS",2a
FREN,341.0,Madame Bovary and Her Avatars,Winter 2020,"LAA, INS",2a
FREN,400.0,Integrative Exercise,Winter 2020,,1/2c
FREN,103.01,Intermediate French,Spring 2020,"LAA, INS",1a
FREN,103.02,Intermediate French,Spring 2020,"SOC, INS",2a
FREN,103.03,Intermediate French,Spring 2020,"HUM, INS, WRC",3a
FREN,208.07,"Paris Program: Contemporary France: Cultures, Politics, Society",Spring 2020,"SOC, INS",1/2c
FREN,210.0,Coffee and News,Spring 2020,"SOC, HUM, INS, WRC",1/2c
FREN,248.0,Murder and Mayhem: Narratives of Suspense,Spring 2020,"SOC, LAA, WRC, INS, INS",4a
FREN,254.07,Paris Program: French Art in Context,Spring 2020,,1/2c
FREN,255.07,Paris Program: Islam in France: Historical Approaches and Current Debates,Spring 2020,,1/2c
FREN,259.07,Paris Program: Hybrid Paris,Spring 2020,,1/2c
FREN,309.0,Expression and Translation: Encounters with Language,Spring 2020,"LAA, INS",5a
FREN,359.07,Paris Program: Hybrid Paris,Spring 2020,,1/2c
FREN,360.0,The Algerian War of Liberation and Its Representations,Spring 2020,"LAA, INS",3a
FREN,400.0,Integrative Exercise,Spring 2020,,1/2c
GEOL,110.51,Introduction to Geology & Lab,Fall 2019,LAB,2a
GEOL,110.52,Introduction to Geology & Lab,Fall 2019,LAB,2a
GEOL,125.52,Introduction to Field Geology & Lab,Fall 2019,"LAB, QRE",Unable to determine class period
GEOL,125.54,Introduction to Field Geology & Lab,Fall 2019,"LAB, QRE",Unable to determine class period
GEOL,210.53,Geomorphology & Lab,Fall 2019,"LAB, QRE, WRC",1a
GEOL,210.54,Geomorphology & Lab,Fall 2019,"LAB, QRE, WRC",1a
GEOL,220.54,Tectonics & Lab,Fall 2019,"LAB, WRC",2a
GEOL,360.0,Sedimentology and Stratigraphy & Lab,Fall 2019,"LAB, WRC",Unable to determine class period
GEOL,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period
GEOL,130.54,Geology of National Parks,Winter 2020,LAB,2/3c
GEOL,245.53,“When the Earth Shook…” Earthquakes in Human History & Lab,Winter 2020,"LAB, QRE, INS",1a
GEOL,250.54,Mineralogy & Lab,Winter 2020,LAB,2a
GEOL,285.07,Geology in New Zealand: North Island,Winter 2020,,2/3c
GEOL,286.07,Geology in New Zealand: Topics in North Island Geology,Winter 2020,,2/3c
GEOL,287.07,Geology in New Zealand: South Island,Winter 2020,,2/3c
GEOL,288.07,Geology in New Zealand: Topics in South Island Geology,Winter 2020,,2/3c
GEOL,289.07,Geology in New Zealand: Basic Field Drawing,Winter 2020,,2/3c
GEOL,315.52,Paleoclimate,Winter 2020,"LAB, QRE",2/3c
GEOL,400.0,Integrative Exercise,Winter 2020,,2/3c
GEOL,135.53,Introduction to Climate Science,Spring 2020,"LAB, QRE",2a
GEOL,135.54,Introduction to Climate Science,Spring 2020,"LAB, QRE",2a
GEOL,240.0,Geophysics & Lab,Spring 2020,"LAB, QRE",Unable to determine class period
GEOL,255.51,Petrology & Lab,Spring 2020,LAB,2a
GEOL,258.53,Geology of Soils & Lab,Spring 2020,"LAB, WRC",1a
GEOL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period
GERM,101.01,Elementary German,Fall 2019,,1a
GERM,101.02,Elementary German,Fall 2019,,2a
GERM,204.01,Intermediate German,Fall 2019,,4a
GERM,205.07,Berlin Program: Intermediate Composition and Conversation,Fall 2019,,1/2c
GERM,256.07,Berlin Program: Crossing Boundaries,Fall 2019,,1/2c
GERM,257.07,Berlin Program: Walking the Metropolis,Fall 2019,,1/2c
GERM,305.07,Berlin Program: Advanced Composition and Conversation,Fall 2019,,1/2c
GERM,357.07,Berlin Program: Walking the Metropolis,Fall 2019,,1/2c
GERM,400.0,Integrative Exercise,Fall 2019,,1/2c
GERM,102.01,Elementary German,Winter 2020,"LAA, WRC, INS",2a
GERM,102.02,Elementary German,Winter 2020,,3a
GERM,152.0,Personhood,Winter 2020,"LAA, WRC, INS",5a
GERM,267.0,Catastrophe! Natural Disaster in German Literature,Winter 2020,"LAA, INS",Unable to determine class period
GERM,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period
GERM,103.01,Intermediate German,Spring 2020,,2a
GERM,103.02,Intermediate German,Spring 2020,,3a
GERM,247.0,"Mirror, Mirror: Reflecting on Fairy Tales and Folklore",Spring 2020,"LAA, INS",5a
GERM,342.0,Faust and the Soul,Spring 2020,"LAA, INS",Unable to determine class period
GERM,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period
GRK,103.0,Greek Prose,Fall 2019,,2a
GRK,285.0,Weekly Greek,Fall 2019,,Unable to determine class period
GRK,101.0,Elementary Greek,Winter 2020,,3a
GRK,204.0,Intermediate Greek Prose and Poetry,Winter 2020,,3a
GRK,285.0,Weekly Greek,Winter 2020,,Unable to determine class period
GRK,102.0,Intermediate Greek,Spring 2020,,2a
GRK,231.0,Homer: The Iliad,Spring 2020,LAA,2a
HEBR,103.0,Elementary Modern Hebrew,Fall 2019,,4a
HEBR,204.0,Intermediate Modern Hebrew,Winter 2020,,3a
HIST,100.01,"History and Memory in Africa, Nineteenth through Twenty-first Centuries",Fall 2019,"A&I, HUM, INS, WRC",3a
HIST,100.02,Confucius and His Critics,Fall 2019,"A&I, WRC, INS",2a
HIST,100.03,Slavery and the Old South,Fall 2019,"A&I, HUM, WRC, INS, IDS",1a
HIST,100.04,Black History is Labor History,Fall 2019,"A&I, WRC, IDS",Unable to determine class period
HIST,100.05,"Indians, Spaniards, and Empire",Fall 2019,"A&I, WRC, INS",Unable to determine class period
HIST,100.06,The Black Death: Disease and Its Consequences in the Middle Ages,Fall 2019,"A&I, WRC, QRE",2a
HIST,100.08,Trials in Early America,Fall 2019,"A&I, WRC",1a
HIST,122.0,U.S. Women's History to 1877,Fall 2019,"HUM, IDS",Unable to determine class period
HIST,140.0,"The Age of Revolutions: Modern Europe, 1789-1914",Fall 2019,"HUM, INS",2a
HIST,161.0,From the Mughals to Mahatma Gandhi: An Introduction to Modern Indian History,Fall 2019,"HUM, INS",4a
HIST,170.0,Modern Latin America 1810-Present,Fall 2019,"HUM, INS",Unable to determine class period
HIST,181.0,West Africa in the Era of the Slave Trade,Fall 2019,"HUM, INS",5a
HIST,200.0,Historians for Hire,Fall 2019,"HUM, IDS",Unable to determine class period
HIST,205.0,American Environmental History,Fall 2019,"HUM, IDS",Unable to determine class period
HIST,210.0,"The Boston Massacre in 3D: Mapping, Modeling and Serious Gaming",Fall 2019,ARP,Unable to determine class period
HIST,212.0,The Era of the American Revolution,Fall 2019,"HUM, IDS",4a
HIST,221.0,"Nat Turner, Booker T. Washington, and Fannie Lou Hamer in History and Memory",Fall 2019,"HUM, IDS",3a
HIST,233.0,"Cultures of Empire: Byzantium, 843-1453",Fall 2019,"HUM, INS, WRC",1a
HIST,255.0,"Rumors, Gossip, and News in East Asia",Fall 2019,"HUM, INS, WRC",5a
HIST,260.0,The Making of the Modern Middle East,Fall 2019,"HUM, INS",Unable to determine class period
HIST,298.0,Junior Colloquium,Fall 2019,HUM,2a
HIST,320.0,The Progressive Era?,Fall 2019,"HUM, WRC, IDS",Unable to determine class period
HIST,335.0,"Ireland: Land, Conflict, Memory",Fall 2019,"HUM, WRC, QRE",3a
HIST,123.0,U.S. Women's History Since 1877,Winter 2020,"HUM, LAB, QRE, IDS, INS",1a
HIST,138.0,"Crusades, Mission, and the Expansion of Europe",Winter 2020,"HUM, WRC, IDS, INS",2a
HIST,152.0,History of Early China,Winter 2020,"HUM, INS, WRC",5a
HIST,165.0,From Young Turks to Arab Revolutions: A Cultural History of the Modern Middle East,Winter 2020,"HUM, INS",2/3c
HIST,200.0,Historians for Hire,Winter 2020,"HUM, IDS",2/3c
HIST,214.0,Sport and the Color Line,Winter 2020,"HUM, IDS, WRC",2/3c
HIST,242.0,"Communism, Cold War, Collapse: Russia Since Stalin",Winter 2020,"HUM, INS",2/3c
HIST,270.0,Nuclear Nations: India and Pakistan as Rival Siblings,Winter 2020,"HUM, INS, WRC",4a
HIST,298.0,Junior Colloquium,Winter 2020,HUM,2a
HIST,306.0,American Wilderness,Winter 2020,"HUM, WRC, IDS",2/3c
HIST,346.0,The Holocaust,Winter 2020,"HUM, INS",2/3c
HIST,398.01,Advanced Historical Writing,Winter 2020,"HUM, WRC",3a
HIST,398.02,Advanced Historical Writing,Winter 2020,"HUM, WRC",2/3c
HIST,400.0,Integrative Exercise,Winter 2020,,2/3c
HIST,127.0,The Roaring Twenties & the Rough Thirties in U.S. History,Spring 2020,"HUM, IDS, INS, QRE",5a
HIST,143.0,Modern Italy in the Mediterranean World,Spring 2020,"HUM, INS",2a
HIST,156.0,History of Modern Korea,Spring 2020,"HUM, INS",5a
HIST,200.0,Historians for Hire,Spring 2020,"HUM, IDS",4/5c
HIST,203.0,"American Indian Education, 1600s-present",Spring 2020,"HUM, IDS",4/5c
HIST,225.0,James Baldwin and Black Lives Matter,Spring 2020,"HUM, WRC, IDS",2a
HIST,226.0,U.S. Consumer Culture,Spring 2020,"HUM, IDS, WRC",4/5c
HIST,238.0,The Viking World,Spring 2020,"HUM, INS",5a
HIST,243.0,The Peasants are Revolting! Society and Politics in the Making of Modern France,Spring 2020,"HUM, INS, WRC",3a
HIST,252.0,"Fascism in Europe, 1919-1945",Spring 2020,"HUM, INS",4a
HIST,282.07,"History, Culture, and Commerce Program: Zanzibar’s Indian Ocean Links",Spring 2020,HUM,4/5c
HIST,284.07,"History, Culture and Commerce Program: Heritage in Africa and Arabia",Spring 2020,HUM,4/5c
HIST,285.07,"History, Culture and Commerce Program: Critical Historical Research",Spring 2020,HUM,4/5c
HIST,307.0,Wilderness Field Studies: Grand Canyon,Spring 2020,"HUM, WRC, IDS",4/5c
HIST,341.0,The Russian Revolution and its Global Legacies,Spring 2020,"HUM, WRC, INS",4/5c
IDSC,100.01,Civil Discourse in a Troubled Age,Fall 2019,"A&I, WRC",4/5c
IDSC,100.02,Games and Gaming Cultures,Fall 2019,"A&I, WRC",4/5c
IDSC,110.0,Thinking with Numbers: Using Math and Data in Context,Fall 2019,QRE,4/5c
IDSC,198.0,FOCUS Colloquium,Fall 2019,,4/5c
IDSC,202.01,MMUF Research Seminar,Fall 2019,,6a
IDSC,203.0,Talking about Diversity,Fall 2019,IDS,4/5c
IDSC,251.01,Windows on the Good Life,Fall 2019,HUM,Unable to determine class period
IDSC,251.02,Windows on the Good Life,Fall 2019,HUM,4/5c
IDSC,280.0,Learning from Internships,Fall 2019,,4/5c
IDSC,289.0,Science Fellows Research Colloquium,Fall 2019,,4/5c
IDSC,298.0,FOCUS Sophomore Colloquium,Fall 2019,,4/5c
IDSC,103.01,Student Conversations about Diversity and Community,Winter 2020,IDS,Unable to determine class period
IDSC,103.02,Student Conversations about Diversity and Community,Winter 2020,IDS,Unable to determine class period
IDSC,198.01,FOCUS Colloquium,Winter 2020,,Unable to determine class period
IDSC,198.02,FOCUS Colloquium,Winter 2020,,5a
IDSC,202.0,MMUF Research Seminar,Winter 2020,,6a
IDSC,251.01,Windows on the Good Life,Winter 2020,HUM,Unable to determine class period
IDSC,251.02,Windows on the Good Life,Winter 2020,HUM,Unable to determine class period
IDSC,280.0,Learning from Internships,Winter 2020,,Unable to determine class period
IDSC,289.0,Science Fellows Research Colloquium,Winter 2020,,Unable to determine class period
IDSC,298.0,FOCUS Sophomore Colloquium,Winter 2020,,Unable to determine class period
IDSC,198.01,FOCUS Colloquium,Spring 2020,,5a
IDSC,198.02,FOCUS Colloquium,Spring 2020,,Unable to determine class period
IDSC,202.0,MMUF Research Seminar,Spring 2020,,Unable to determine class period
IDSC,251.01,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period
IDSC,251.02,Windows on the Good Life,Spring 2020,HUM,Unable to determine class period
IDSC,280.0,Learning from Internships,Spring 2020,,Unable to determine class period
IDSC,289.0,Science Fellows Research Colloquium,Spring 2020,,Unable to determine class period
IDSC,298.0,FOCUS Sophomore Colloquium,Spring 2020,,Unable to determine class period
JAPN,101.01,Elementary Japanese,Fall 2019,,1a
JAPN,101.02,Elementary Japanese,Fall 2019,,4a
JAPN,204.01,Intermediate Japanese,Fall 2019,,3a
JAPN,245.0,Modern Japanese Literature and Manga in Translation,Fall 2019,"LAA, INS",1/2c
JAPN,102.01,Elementary Japanese,Winter 2020,,1a
JAPN,102.02,Elementary Japanese,Winter 2020,,4a
JAPN,205.01,Intermediate Japanese,Winter 2020,,3a
JAPN,353.0,Thinking about Environmental Issues in Japanese,Winter 2020,ARP,1/2c
JAPN,103.01,Elementary Japanese,Spring 2020,,1a
JAPN,103.02,Elementary Japanese,Spring 2020,,4a
JAPN,206.0,Japanese in Cultural Context,Spring 2020,,3a
JAPN,244.0,The World of Anime in Translation,Spring 2020,LAA,1/2c
JAPN,345.0,Advanced Reading in Modern Japanese Literature: The Short Story,Spring 2020,LAA,5a
LATN,101.0,Elementary Latin,Fall 2019,,3a
LATN,204.0,Intermediate Latin Prose and Poetry,Fall 2019,,3a
LATN,259.0,Seminar: Vergil,Fall 2019,LAA,3a
LATN,102.0,Intermediate Latin,Winter 2020,,2a
LATN,233.0,The Catilinarian Conspiracy,Winter 2020,"LAA, INS",2a
LATN,103.0,Introduction to Latin Prose and Poetry,Spring 2020,,3a
LATN,285.0,Weekly Latin,Spring 2020,,6a
LTAM,400.0,Integrative Exercise,Fall 2019,"SOC, QRE, INS",5a
LTAM,110.0,Portuguese for Spanish Speakers,Spring 2020,"LAA, WRC, IDS",1a
LTAM,398.0,Latin American Forum,Spring 2020,"SOC, INS",3a
LING,100.0,The Noun,Fall 2019,"A&I, WRC, WRC, LAB",2a
LING,115.0,Introduction to the Theory of Syntax,Fall 2019,FSR,5a
LING,217.0,Phonetics and Phonology,Fall 2019,FSR,1a
LING,288.0,The Structure of Dakota,Fall 2019,"FSR, IDS",5a
LING,325.0,Syntax of an Unfamiliar Language,Fall 2019,LAB,5a
LING,399.0,Senior Thesis,Fall 2019,FSR,Unable to determine class period
LING,110.0,Introduction to Linguistics,Winter 2020,"FSR, SOC",2a
LING,115.0,Introduction to the Theory of Syntax,Winter 2020,FSR,3a
LING,216.0,Generative Approaches to Syntax,Winter 2020,FSR,2a
LING,275.0,First Language Acquisition,Winter 2020,LAB,Unable to determine class period
LING,375.0,Second Language Acquisition: Speech,Winter 2020,"SOC, QRE",5a
